Source,Target,Type,Id,Label,Weight,Color
diagnostic judgment,teacher education,Undirected,1551,,1,"#000000"
diagnostic judgment,vignettes,Undirected,1552,,1,"#000000"
diagrams,material,Undirected,1556,,1,"#000000"
diagrams,mathematics education,Undirected,1557,,1,"#000000"
diagrams,quadratic,Undirected,1558,,1,"#000000"
diagrams,research methods,Undirected,1559,,1,"#000000"
dialectics,statistics,Undirected,1563,,1,"#000000"
dialectics,study and research path,Undirected,1564,,1,"#000000"
dialectics and systems and models,mathematical modelling,Undirected,1565,,1,"#000000"
dialectics and systems and models,study and research paths,Undirected,1566,,1,"#000000"
dialogic teaching,mathematics education,Undirected,1567,,1,"#000000"
dialogic teaching,professional development,Undirected,1568,,1,"#000000"
dialogic teaching,task design,Undirected,1569,,1,"#000000"
didactic contract,expectations,Undirected,1581,,1,"#000000"
didactic contract,secondary-tertiary transition,Undirected,1582,,1,"#000000"
didactic engineering,mathematical modelling,Undirected,1587,,1,"#000000"
didactic engineering,study and research paths,Undirected,1588,,1,"#000000"
didactic paradigms,kyozai kenkyuu,Undirected,1593,,1,"#000000"
didactic paradigms,lesson study,Undirected,1594,,1,"#000000"
didactic paradigms,textbooks,Undirected,1595,,1,"#000000"
didactic transposition,interdisciplinarity,Undirected,1596,,1,"#000000"
didactic transposition,mathematical models,Undirected,1597,,1,"#000000"
didactic transposition,mathematics for engineers,Undirected,1598,,1,"#000000"
didactic transposition,modelling,Undirected,1599,,1,"#000000"
didactic transposition,numerical integration,Undirected,1600,,1,"#000000"
didactic transposition,praxeology,Undirected,1601,,1,"#000000"
didactic transposition,structuralist praxeologies,Undirected,1602,,1,"#000000"
didactic transposition,technology,Undirected,1603,,1,"#000000"
didactic transposition,textbook content,Undirected,1604,,1,"#000000"
didactic transposition,the anthropological theory of the didactic,Undirected,1605,,1,"#000000"
didactic transposition,topology,Undirected,1606,,1,"#000000"
didactic-specific courses,mathematics teacher educators,Undirected,1607,,1,"#000000"
didactic-specific courses,modelling,Undirected,1608,,1,"#000000"
didactic-specific courses,pedagogical content knowledge,Undirected,1609,,1,"#000000"
didactical contract,facilitator,Undirected,1610,,1,"#000000"
didactical contract,initial teacher education,Undirected,1611,,1,"#000000"
didactical contract,lesson study,Undirected,1612,,1,"#000000"
didactical contract,role,Undirected,1613,,1,"#000000"
difference,discourse,Undirected,1620,,1,"#000000"
difference,inclusion,Undirected,1621,,1,"#000000"
difference,practices,Undirected,1622,,1,"#000000"
difference,representation,Undirected,1623,,1,"#000000"
differential equations,functions,Undirected,1627,,1,"#000000"
differential equations,general solution,Undirected,1628,,1,"#000000"
differential equations,textbooks analysis,Undirected,1629,,1,"#000000"
difficulties,errors,Undirected,1632,,1,"#000000"
difficulties,fraction as an operator,Undirected,1633,,1,"#000000"
difficulties,primary school students,Undirected,1634,,1,"#000000"
difficulties,problem solving,Undirected,1635,,1,"#000000"
difficulties in learning arithmetic,dyscalculia,Undirected,1636,,1,"#000000"
difficulties in learning arithmetic,numeracy,Undirected,1637,,1,"#000000"
difficulties in learning arithmetic,secondary school,Undirected,1638,,1,"#000000"
digital,feedback,Undirected,1639,,1,"#000000"
digital,mathematics learning,Undirected,1640,,1,"#000000"
digital environments,inclusion,Undirected,1641,,1,"#000000"
digital environments,low-achievement,Undirected,1642,,1,"#000000"
digital environments,remedial intervention,Undirected,1643,,1,"#000000"
digital escape game,explaining,Undirected,1644,,1,"#000000"
digital escape game,large language model,Undirected,1645,,1,"#000000"
digital escape games,llms,Undirected,1646,,1,"#000000"
digital escape games,problem-solving,Undirected,1647,,1,"#000000"
digital escape games,support-element,Undirected,1648,,1,"#000000"
digital formative assessment,professional development,Undirected,1649,,1,"#000000"
digital game-based learning,educational technology,Undirected,1650,,1,"#000000"
digital game-based learning,instrumental genesis,Undirected,1651,,1,"#000000"
digital learning environments,equations,Undirected,1654,,1,"#000000"
digital literacy,instrumental approach,Undirected,1655,,1,"#000000"
digital literacy,instrumental distance,Undirected,1656,,1,"#000000"
digital literacy,instrumental genesis,Undirected,1657,,1,"#000000"
digital literacy,instrumental orchestration,Undirected,1658,,1,"#000000"
digital literacy,problem posing,Undirected,1659,,1,"#000000"
digital literacy,reflection,Undirected,1660,,1,"#000000"
digital materials,professional development,Undirected,1661,,1,"#000000"
digital materials,task design,Undirected,1662,,1,"#000000"
digital problem-solving,digital tools,Undirected,1664,,1,"#000000"
digital problem-solving,mathematical problem-solving,Undirected,1665,,1,"#000000"
digital problem-solving,quasi-experimental study,Undirected,1666,,1,"#000000"
digital problem-solving,teaching experiment,Undirected,1667,,1,"#000000"
digital technologies,discourse analysis,Undirected,1670,,1,"#000000"
digital technologies,early childhood education,Undirected,1671,,1,"#000000"
digital technologies,open environments,Undirected,1672,,1,"#000000"
digital technologies,preservice teachers,Undirected,1673,,1,"#000000"
digital technologies,simulations,Undirected,1674,,1,"#000000"
digital technologies,statistical modelling,Undirected,1675,,1,"#000000"
digital technologies,study and research paths,Undirected,1676,,1,"#000000"
digital technologies,task design,Undirected,1677,,1,"#000000"
digital technologies,teaching,Undirected,1678,,1,"#000000"
digital technologies,tertiary education,Undirected,1679,,1,"#000000"
digital technology,embodiment,Undirected,1680,,1,"#000000"
digital technology,formative assessment,Undirected,1681,,1,"#000000"
digital technology,inclusive education,Undirected,1682,,1,"#000000"
digital technology,instrumental orchestration,Undirected,1683,,1,"#000000"
digital technology,low-achievement,Undirected,1684,,1,"#000000"
digital technology,re-enactment,Undirected,1685,,1,"#000000"
digital textbooks,mathematics education,Undirected,1686,,1,"#000000"
digital textbooks,use of resources,Undirected,1687,,1,"#000000"
digital tool,eye tracking,Undirected,1688,,1,"#000000"
digital tool,multimodality,Undirected,1689,,1,"#000000"
digital tools,discourse analysis,Undirected,1690,,1,"#000000"
digital tools,early childhood education,Undirected,1691,,1,"#000000"
digital tools,evaluation,Undirected,1692,,1,"#000000"
digital tools,geometric proofs,Undirected,1693,,1,"#000000"
digital tools,guardians,Undirected,1694,,1,"#000000"
digital tools,interview study,Undirected,1695,,1,"#000000"
digital tools,mathematical communication,Undirected,1696,,1,"#000000"
digital tools,mathematical digital competency,Undirected,1697,,1,"#000000"
digital tools,mathematical modelling,Undirected,1698,,1,"#000000"
digital tools,mathematical problem-solving,Undirected,1699,,1,"#000000"
digital tools,portfolio,Undirected,1700,,1,"#000000"
digital tools,professional development program,Undirected,1701,,1,"#000000"
digital tools,professional growth,Undirected,1702,,1,"#000000"
digital tools,proof types,Undirected,1703,,1,"#000000"
digital tools,quasi-experimental study,Undirected,1704,,1,"#000000"
digital tools,questionnaire,Undirected,1705,,1,"#000000"
digital tools,teaching experiment,Undirected,1706,,1,"#000000"
digital tools,toulmin scheme,Undirected,1707,,1,"#000000"
digital tools,university mathematics education,Undirected,1708,,1,"#000000"
digital-embodied tasks,mathematics education,Undirected,1709,,1,"#000000"
digital-embodied tasks,nomogram,Undirected,1710,,1,"#000000"
dilemmas,preservice teachers,Undirected,1711,,1,"#000000"
dilemmas,textile dilemmas,Undirected,1712,,1,"#000000"
disadvantaged communities,re-engagement,Undirected,1719,,1,"#000000"
disciplinary,lesson study,Undirected,1720,,1,"#000000"
disciplinary,meta-disciplinary,Undirected,1721,,1,"#000000"
disciplinary,noticing,Undirected,1722,,1,"#000000"
disciplinary,prospective teacher education,Undirected,1723,,1,"#000000"
disciplinary boundaries,identity,Undirected,1724,,1,"#000000"
disciplinary boundaries,mathematics teacher educators,Undirected,1725,,1,"#000000"
disciplinary boundaries,valsiner’s zone theory,Undirected,1726,,1,"#000000"
discontinuity,mathematics for other disciplines,Undirected,1727,,1,"#000000"
discourse,identifying,Undirected,1728,,1,"#000000"
discourse,inclusion,Undirected,1729,,1,"#000000"
discourse,mathematising,Undirected,1730,,1,"#000000"
discourse,opportunities to learn,Undirected,1731,,1,"#000000"
discourse,practices,Undirected,1732,,1,"#000000"
discourse,representation,Undirected,1733,,1,"#000000"
discourse,symbolism,Undirected,1734,,1,"#000000"
discourse,university mathematics lectures,Undirected,1735,,1,"#000000"
discourse analysis,early childhood education,Undirected,1736,,1,"#000000"
discourse analysis,guardians,Undirected,1737,,1,"#000000"
discourse analysis,justification,Undirected,1738,,1,"#000000"
discourse analysis,mathematical ability,Undirected,1739,,1,"#000000"
discourse analysis,open environments,Undirected,1740,,1,"#000000"
discourse analysis,preservice support teachers,Undirected,1741,,1,"#000000"
discourse analysis,questionnaire,Undirected,1742,,1,"#000000"
discourse analysis,special education,Undirected,1743,,1,"#000000"
discourse analysis,task design,Undirected,1744,,1,"#000000"
discourse analysis,teaching,Undirected,1745,,1,"#000000"
discourse practices,language means,Undirected,1746,,1,"#000000"
discourse practices,scalar product,Undirected,1747,,1,"#000000"
discourses,diversity,Undirected,1748,,1,"#000000"
discourses,mathematics teacher education,Undirected,1749,,1,"#000000"
discourses,praxeologies.,Undirected,1750,,1,"#000000"
discrete mathematics,generalization,Undirected,1755,,1,"#000000"
discrete mathematics education,problem-solving,Undirected,1756,,1,"#000000"
discrete mathematics education,proving process,Undirected,1757,,1,"#000000"
discursive,fraction division,Undirected,1758,,1,"#000000"
discursive,relating registers,Undirected,1759,,1,"#000000"
discussion,mediation,Undirected,1760,,1,"#000000"
discussion leading practice,noticing,Undirected,1761,,1,"#000000"
discussion leading practice,professional development,Undirected,1762,,1,"#000000"
disinformation,social media,Undirected,1763,,1,"#000000"
disinformation,statistical literacy,Undirected,1764,,1,"#000000"
diversity,empowerment,Undirected,1767,,1,"#000000"
diversity,inclusive education,Undirected,1768,,1,"#000000"
diversity,mathematics education,Undirected,1769,,1,"#000000"
diversity,mathematics teacher education,Undirected,1770,,1,"#000000"
diversity,participation,Undirected,1771,,1,"#000000"
diversity,praxeologies.,Undirected,1772,,1,"#000000"
diversity of theories,language,Undirected,1773,,1,"#000000"
diversity of theories,research knowledge,Undirected,1774,,1,"#000000"
diversity of theories,transposition,Undirected,1775,,1,"#000000"
division,elementary school mathematics,Undirected,1776,,1,"#000000"
division,multiplication,Undirected,1777,,1,"#000000"
documentational approach to didactics,lesson plan,Undirected,1780,,1,"#000000"
documentational approach to didactics,lesson scenario,Undirected,1781,,1,"#000000"
doing mathematics,gender differences,Undirected,1782,,1,"#000000"
doing mathematics,mathematics teachers’ conceptions,Undirected,1783,,1,"#000000"
doing mathematics,mathematics teaching,Undirected,1784,,1,"#000000"
doing mathematics,stem careers,Undirected,1785,,1,"#000000"
doing mathematics,stem education,Undirected,1786,,1,"#000000"
doing mathematics,students’ conceptions,Undirected,1787,,1,"#000000"
doping,embodiment,Undirected,1791,,1,"#000000"
double discontinuity,geometry,Undirected,1796,,1,"#000000"
double discontinuity,secondary teacher education,Undirected,1797,,1,"#000000"
double discontinuity,subject matter noticing,Undirected,1798,,1,"#000000"
double discontinuity,university mathematics,Undirected,1799,,1,"#000000"
double instrumental genesis,genai,Undirected,1800,,1,"#000000"
double instrumental genesis,instrumental genesis,Undirected,1801,,1,"#000000"
double instrumental genesis,mathematics teachers,Undirected,1802,,1,"#000000"
double instrumental genesis,spreadsheets,Undirected,1803,,1,"#000000"
double integrals,geogebra,Undirected,1804,,1,"#000000"
double integrals,normal domain,Undirected,1805,,1,"#000000"
double integrals,polar change of coordinates,Undirected,1806,,1,"#000000"
double integrals,questionnaire,Undirected,1807,,1,"#000000"
double integrals,teaching and learning mathematics for engineers,Undirected,1808,,1,"#000000"
dual-process theory,exit exams,Undirected,1811,,1,"#000000"
dual-process theory,multiple-choice,Undirected,1812,,1,"#000000"
