"Source","Target","Weight"
"epistemic obstacle","obstacle",1
"epistemic-logical model","fallibilism",1
"epistemic-logical model","intuitionistic existential graphs",1
"epistemic-logical model","lakatos’ approach",1
"epistemological model","modality of study",1
"epistemological model","real numbers",1
"epistemological obstacle","epistemology",1
"epistemological obstacle","husserl",1
"epistemological obstacle","obstacle",1
"epistemological understanding","noticing",1
"epistemological understanding","teacher noticing",1
"epistemology","husserl",1
"epistemology","obstacle",1
"equal distribution","number knowledge",1
"equal distribution","partitioning",1
"equal distribution","toddlers",1
"equal distribution","units",1
"equation","multiplicative concepts",1
"equation","representation",1
"equation","teachers",1
"equation","units coordination",1
"equation of a line","experimental teaching",1
"equation of a line","slope of a line",1
"equations","erroneous examples",1
"equations","eye-tracking",1
"equations","idiosyncratic structures",1
"equations","inequalities",1
"equations","phenomenal sign misconception",1
"equations","sign language",1
"equations","solving strategies",1
"equations","variables",1
"equity","stem majors",1
"equity","tertiary students",1
"equivocation","ontology",1
"equivocation","perspectival anthropology",1
"erotics","lecture",1
"erotics","resonance",1
"erotics","university mathematics education",1
"erroneous examples","inequalities",1
"erroneous examples","phenomenal sign misconception",1
"errors","fraction as an operator",1
"errors","geometric thinking",1
"errors","geometry",1
"errors","primary school",1
"errors","primary school students",1
"errors","problem solving",1
"estimation","fermi problems",1
"estimation","geometry",1
"estimation","measurement",1
"estimation","representations",1
"estimation","strategies",1
"ethics","history of mathematics",1
"ethics","otherness",1
"ethics","social and political dimension of mathematics education",1
"ethics","teachers’ practices",1
"european upper secondary teacher education","mathematical content knowledge",1
"evaluation","instructional video",1
"evaluation","professional development program",1
"evaluation","professional growth",1
"evaluation","student misconception",1
"evaluation","task development",1
"evaluation","techer education",1
"evaluation","visualization",1
"evaluative thinking","geometry",1
"everyday language","language",1
"everyday language","mathematical learning processes",1
"everyday language","multilingualism",1
"everyday language","primary education",1
"examinations","self-efficacy",1
"example-generation tasks","graphical assessment",1
"example-generation tasks","mathematics education",1
"exclusion","gender non-conforming",1
"exclusion","mathematics identity",1
"exclusion","queer",1
"exclusion","trans",1
"exit exams","multiple-choice",1
"exit exams","task design",1
"expectancies for success","problem posing",1
"expectancies for success","task values",1
"expectancies for success","task-based motivation",1
"expectancy-value theory","mathematical self-concept",1
"expectancy-value theory","mathematics teacher support",1
"expectancy-value theory","motivation",1
"expectancy-value theory","subjective relevance of mathematics education",1
"expectancy-value theory","value",1
"expectations","secondary-tertiary transition",1
"expectations","undergraduate mathematics education",1
"experience","making",1
"experiential learning","informal mathematics education",1
"experiential learning","problem solving",1
"experimental epistemology","mathematics education",1
"experimental epistemology","structural coupling",1
"experimental teaching","slope of a line",1
"expert teaching","improvisation",1
"expert teaching","interactions",1
"expert teaching","positioning theory",1
"expert teaching","secondary school mathematics",1
"explaining","large language model",1
"explanation videos","fractions",1
"explanation videos","gestures",1
"explanation videos","scaffolding",1
"explanatory function","probability",1
"explanatory function","upper secondary school",1
"expressions","number theory",1
"expressions","task design",1
"extra-mathematical context","integral",1
"extra-mathematical contexts","rate of change",1
"eye movements","multiplication",1
"eye movements","rectangular arrays",1
"eye movements","unconventional interpretation",1
"eye movements","unitizing concept",1
"eye movements","visuality",1
"eye tracking","modelling",1
"eye tracking","multimodality",1
"eye tracking","non-routine problem",1
"eye tracking","outdoor mathematics",1
"eye tracking","primary school students",1
"eye tracking","problem-solving",1
"eye tracking","routine problem",1
"eye tracking","situation model",1
"eye-tracking","idiosyncratic structures",1
"eye-tracking","linear overgeneralizations",1
"eye-tracking","misinterpretation",1
