Source,Target,Type,Id,Label,Weight
digital tool,eye tracking,Undirected,1688,,1
digital tool,multimodality,Undirected,1689,,1
digital tools,discourse analysis,Undirected,1690,,1
digital tools,early childhood education,Undirected,1691,,1
digital tools,evaluation,Undirected,1692,,1
digital tools,geometric proofs,Undirected,1693,,1
digital tools,guardians,Undirected,1694,,1
digital tools,interview study,Undirected,1695,,1
digital tools,mathematical communication,Undirected,1696,,1
digital tools,mathematical digital competency,Undirected,1697,,1
digital tools,mathematical modelling,Undirected,1698,,1
digital tools,mathematical problem-solving,Undirected,1699,,1
digital tools,portfolio,Undirected,1700,,1
digital tools,professional development program,Undirected,1701,,1
digital tools,professional growth,Undirected,1702,,1
digital tools,proof types,Undirected,1703,,1
digital tools,quasi-experimental study,Undirected,1704,,1
digital tools,questionnaire,Undirected,1705,,1
digital tools,teaching experiment,Undirected,1706,,1
digital tools,toulmin scheme,Undirected,1707,,1
digital tools,university mathematics education,Undirected,1708,,1
digital-embodied tasks,mathematics education,Undirected,1709,,1
digital-embodied tasks,nomogram,Undirected,1710,,1
dilemmas,preservice teachers,Undirected,1711,,1
dilemmas,textile dilemmas,Undirected,1712,,1
disadvantaged communities,re-engagement,Undirected,1719,,1
disciplinary,lesson study,Undirected,1720,,1
disciplinary,meta-disciplinary,Undirected,1721,,1
disciplinary,noticing,Undirected,1722,,1
disciplinary,prospective teacher education,Undirected,1723,,1
disciplinary boundaries,identity,Undirected,1724,,1
disciplinary boundaries,mathematics teacher educators,Undirected,1725,,1
disciplinary boundaries,valsiner’s zone theory,Undirected,1726,,1
discontinuity,mathematics for other disciplines,Undirected,1727,,1
discourse,identifying,Undirected,1728,,1
discourse,inclusion,Undirected,1729,,1
discourse,mathematising,Undirected,1730,,1
discourse,opportunities to learn,Undirected,1731,,1
discourse,practices,Undirected,1732,,1
discourse,representation,Undirected,1733,,1
discourse,symbolism,Undirected,1734,,1
discourse,university mathematics lectures,Undirected,1735,,1
discourse analysis,early childhood education,Undirected,1736,,1
discourse analysis,guardians,Undirected,1737,,1
discourse analysis,justification,Undirected,1738,,1
discourse analysis,mathematical ability,Undirected,1739,,1
discourse analysis,open environments,Undirected,1740,,1
discourse analysis,preservice support teachers,Undirected,1741,,1
discourse analysis,questionnaire,Undirected,1742,,1
discourse analysis,special education,Undirected,1743,,1
discourse analysis,task design,Undirected,1744,,1
discourse analysis,teaching,Undirected,1745,,1
discourse practices,language means,Undirected,1746,,1
discourse practices,scalar product,Undirected,1747,,1
discourses,diversity,Undirected,1748,,1
discourses,mathematics teacher education,Undirected,1749,,1
discourses,praxeologies.,Undirected,1750,,1
discovery learning,geometry learning,Undirected,1751,,1
discovery learning,mathematical induction,Undirected,1752,,1
discovery learning,pósa method,Undirected,1753,,1
discovery learning,tournaments,Undirected,1754,,1
discrete mathematics,generalization,Undirected,1755,,1
discrete mathematics education,problem-solving,Undirected,1756,,1
discrete mathematics education,proving process,Undirected,1757,,1
discursive,fraction division,Undirected,1758,,1
discursive,relating registers,Undirected,1759,,1
discussion,mediation,Undirected,1760,,1
discussion leading practice,noticing,Undirected,1761,,1
discussion leading practice,professional development,Undirected,1762,,1
disinformation,social media,Undirected,1763,,1
disinformation,statistical literacy,Undirected,1764,,1
diversity,empowerment,Undirected,1767,,1
diversity,inclusive education,Undirected,1768,,1
diversity,mathematics education,Undirected,1769,,1
diversity,mathematics teacher education,Undirected,1770,,1
diversity,participation,Undirected,1771,,1
diversity,praxeologies.,Undirected,1772,,1
diversity of theories,language,Undirected,1773,,1
diversity of theories,research knowledge,Undirected,1774,,1
diversity of theories,transposition,Undirected,1775,,1
division,elementary school mathematics,Undirected,1776,,1
division,multiplication,Undirected,1777,,1
documentational approach to didactics,lesson plan,Undirected,1780,,1
documentational approach to didactics,lesson scenario,Undirected,1781,,1
doing mathematics,gender differences,Undirected,1782,,1
doing mathematics,mathematics teachers’ conceptions,Undirected,1783,,1
doing mathematics,mathematics teaching,Undirected,1784,,1
doing mathematics,stem careers,Undirected,1785,,1
doing mathematics,stem education,Undirected,1786,,1
doing mathematics,students’ conceptions,Undirected,1787,,1
doping,embodiment,Undirected,1791,,1
doping,radical embodiment,Undirected,1792,,1
double discontinuity,geometry,Undirected,1796,,1
double discontinuity,secondary teacher education,Undirected,1797,,1
double discontinuity,subject matter noticing,Undirected,1798,,1
double discontinuity,university mathematics,Undirected,1799,,1
double instrumental genesis,genai,Undirected,1800,,1
double instrumental genesis,instrumental genesis,Undirected,1801,,1
double instrumental genesis,mathematics teachers,Undirected,1802,,1
double instrumental genesis,spreadsheets,Undirected,1803,,1
double integrals,geogebra,Undirected,1804,,1
double integrals,normal domain,Undirected,1805,,1
double integrals,polar change of coordinates,Undirected,1806,,1
double integrals,questionnaire,Undirected,1807,,1
double integrals,teaching and learning mathematics for engineers,Undirected,1808,,1
dual-process theory,exit exams,Undirected,1811,,1
dual-process theory,multiple-choice,Undirected,1812,,1
dual-process theory,task design,Undirected,1813,,1
dynamic visualisations,static visualisations,Undirected,1820,,1
dynamic visualisations,understanding,Undirected,1821,,1
dyscalculia,numeracy,Undirected,1822,,1
dyscalculia,secondary school,Undirected,1823,,1
early algebra,programming,Undirected,1824,,1
early algebra,repeating patterns,Undirected,1825,,1
early algebra,scratch,Undirected,1826,,1
early algebra,teaching algebra,Undirected,1827,,1
early algebra,teaching experiment,Undirected,1828,,1
early arithmetic,embodied cognition,Undirected,1829,,1
early arithmetic,finger use,Undirected,1830,,1
early arithmetic education,teacher education,Undirected,1831,,1
early arithmetic education,vignettes,Undirected,1832,,1
early arithmetic skills,learning study,Undirected,1833,,1
early arithmetic skills,prospective teachers,Undirected,1834,,1
early arithmetic skills,teacher education,Undirected,1835,,1
early childhood education,economics education,Undirected,1839,,1
early childhood education,elementary school children,Undirected,1840,,1
early childhood education,guardians,Undirected,1841,,1
early childhood education,itineraries,Undirected,1842,,1
early childhood education,map-reading,Undirected,1843,,1
early childhood education,monetary system,Undirected,1844,,1
early childhood education,preservice teachers,Undirected,1845,,1
early childhood education,programming,Undirected,1846,,1
early childhood education,questionnaire,Undirected,1847,,1
early childhood education,repeating patterns,Undirected,1848,,1
early childhood education,robotics,Undirected,1849,,1
early childhood education,structural awareness,Undirected,1850,,1
early childhood education,variation theory,Undirected,1851,,1
early learning,family maths,Undirected,1855,,1
early learning,game-based learning,Undirected,1856,,1
early learning,play-based learning,Undirected,1857,,1
early learning,transition to school,Undirected,1858,,1
early mathematics,fidelity,Undirected,1859,,1
early mathematics,implementation,Undirected,1860,,1
early mathematics,preschool,Undirected,1861,,1
early mathematics education,perceiving structures,Undirected,1862,,1
early mathematics education,preschool education,Undirected,1863,,1
early mathematics education,sad affects,Undirected,1864,,1
early mathematics education,teacher education,Undirected,1865,,1
early mathematics education,word problems,Undirected,1866,,1
early years mathematics,kindergarten teachers,Undirected,1873,,1
early years mathematics,preschool education,Undirected,1874,,1
early years mathematics,professional development,Undirected,1875,,1
ecological,embodiment,Undirected,1876,,1
ecological,geological,Undirected,1877,,1
ecological,materiality,Undirected,1878,,1
ecological,political,Undirected,1879,,1
ecology,mathematics lecturers,Undirected,1880,,1
ecology,task design,Undirected,1881,,1
economics education,elementary school children,Undirected,1882,,1
economics education,monetary system,Undirected,1883,,1
education for sustainable development,mathematics education,Undirected,1884,,1
education for sustainable development,mathematics tasks,Undirected,1885,,1
education for sustainable development,stem,Undirected,1886,,1
education for sustainable development,sustainability competences,Undirected,1887,,1
education for sustainable development,task design,Undirected,1888,,1
education for sustainable development,teacher education,Undirected,1889,,1
education for sustainable development (esd),mathematics education for sustainability,Undirected,1890,,1
education for sustainable development (esd),motivation,Undirected,1891,,1
education for sustainable development (esd),questionnaire,Undirected,1892,,1
education for sustainable development (esd),sustainability,Undirected,1893,,1
educational design research,prison education,Undirected,1894,,1
educational games,expressions,Undirected,1895,,1
educational games,number theory,Undirected,1896,,1
educational games,task design,Undirected,1897,,1
educational history,mathematics education,Undirected,1898,,1
educational policy,sociocultural factors,Undirected,1899,,1
educational policy,textbook analysis,Undirected,1900,,1
educational resilience,emotional self-awareness,Undirected,1901,,1
educational resilience,prospective mathematics teachers,Undirected,1902,,1
educational robotics,mathematics learning,Undirected,1903,,1
educational robotics,multimodality,Undirected,1904,,1
educational robotics,social robot’s acceptance,Undirected,1905,,1
educational robots,spatial reasoning,Undirected,1906,,1
educational technology,embodied learning,Undirected,1907,,1
educational technology,geogebra,Undirected,1908,,1
educational technology,instrumental genesis,Undirected,1909,,1
educational technology,mathematical transformations,Undirected,1910,,1
educational technology,music,Undirected,1911,,1
educational technology,periodic functions,Undirected,1912,,1
educational technology,spatial ability,Undirected,1913,,1
