Id,Label,Degree,Weighted Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,X,Y,Z,Size,Color
multiplication,multiplication,15,15,0,6,0.270638,0.291798,15468.015039,0.012668,0.012668,0.002006,0,0.310872,0.405326,0.748688,0.109375,"#ff8ab7"
basic ideas,basic ideas,4,4,0,7,0.218663,0.229384,0,0.001763,0.001763,0.00059,0,0.458405,0.44879,0.920544,0.023438,"#ff8ab7"
conceptions,conceptions,7,7,0,7,0.241824,0.254524,811.181994,0.00459,0.00459,0.000975,0,0.273646,0.421808,0.866001,0.046875,"#ff8ab7"
conversion of units of measurement,conversion of units of measurement,4,4,0,7,0.218663,0.229384,0,0.001763,0.001763,0.00059,0,0.446569,0.44879,0.918229,0.023438,"#ff8ab7"
units of length and mass,units of length and mass,4,4,0,7,0.218663,0.229384,0,0.001763,0.001763,0.00059,0,0.452487,0.458932,0.920167,0.023438,"#ff8ab7"
basic mental model,basic mental model,3,3,3,7,0.199162,0.208799,0,0.000268,0.000268,0.000478,0,0.578425,0.051983,0.942452,0.015625,"#ff725c"
concept image,concept image,7,7,3,7,0.199281,0.210302,5308,0.000273,0.000273,0.001051,0,0.516888,0.154583,0.892116,0.046875,"#ff725c"
derivative,derivative,12,12,3,6,0.234661,0.251402,9669.169712,0.001809,0.001809,0.001695,0,0.443709,0.14604,0.80221,0.085938,"#ff725c"
bayesian reasoning,bayesian reasoning,2,2,1,8,0.199431,0.207415,0,0.000445,0.000445,0.000359,0,0.597438,0.476486,0.95118,0.007812,"#efb118"
risk literacy,risk literacy,6,6,1,7,0.221981,0.233387,701.317321,0.002305,0.002305,0.000887,0,0.650705,0.565039,0.889132,0.039062,"#efb118"
simulations,simulations,9,9,3,7,0.240992,0.255916,5473.82727,0.004532,0.004532,0.001279,0,0.530524,0.120073,0.834351,0.0625,"#ff725c"
becoming a teacher,becoming a teacher,3,3,1,6,0.226823,0.236414,0,0.002019,0.002019,0.000504,0,0.870245,0.485676,0.938482,0.015625,"#efb118"
self-perception,self-perception,3,3,1,6,0.226823,0.236414,0,0.002019,0.002019,0.000504,0,0.881525,0.485676,0.933956,0.015625,"#efb118"
teacher knowledge,teacher knowledge,14,14,1,5,0.293172,0.314425,8164.7552,0.026951,0.026951,0.00174,0,0.72422,0.470655,0.777371,0.101562,"#efb118"
teaching experience,teaching experience,3,3,1,6,0.226823,0.236414,0,0.002019,0.002019,0.000504,0,0.875885,0.495341,0.93611,0.015625,"#efb118"
beliefs change,beliefs change,3,3,1,7,0.275741,0.293367,0,0.022927,0.022926,0.000424,0,0.838331,0.406582,0.937117,0.015625,"#efb118"
expectancy-value theory,expectancy-value theory,6,6,4,7,0.241517,0.254991,1976.221576,0.00547,0.00547,0.000826,0,0.955086,0.756006,0.891071,0.039062,"#6cc5b0"
inclusive education,inclusive education,11,11,1,6,0.308031,0.330591,14493.943573,0.057812,0.057812,0.001267,0,0.6189,0.396753,0.822527,0.078125,"#efb118"
mathematical world views,mathematical world views,3,3,1,7,0.275741,0.293367,0,0.022927,0.022926,0.000424,0,0.849612,0.406582,0.9347,0.015625,"#efb118"
motivation,motivation,11,11,4,6,0.266094,0.283108,4108.140811,0.010637,0.010637,0.001307,0,0.874125,0.742259,0.803031,0.078125,"#6cc5b0"
personal epistemology,personal epistemology,4,4,6,7,0.253862,0.267922,0,0.010225,0.010225,0.000539,0,0.061745,0.187676,0.921582,0.023438,"#3ca951"
roles,roles,3,3,1,7,0.28277,0.303184,0,0.036315,0.036315,0.000403,0,0.814232,0.486158,0.940175,0.015625,"#efb118"
special educational,special educational,3,3,1,7,0.271079,0.287895,0,0.022852,0.022852,0.000405,0,0.878038,0.429553,0.937534,0.015625,"#efb118"
subjective relevance of mathematics education,subjective relevance of mathematics education,4,4,4,7,0.241429,0.25424,1330,0.005275,0.005275,0.000636,0,0.826472,0.780822,0.923515,0.023438,"#6cc5b0"
teachers'-knowledge,teachers'-knowledge,3,3,4,7,0.257447,0.271291,0,0.009226,0.009226,0.000404,0,0.961823,0.668386,0.944239,0.015625,"#6cc5b0"
values,values,4,4,6,7,0.253862,0.267922,0,0.010225,0.010225,0.000539,0,0.049909,0.187676,0.929586,0.023438,"#3ca951"
benchmarks,benchmarks,2,2,2,6,0.24512,0.255084,0,0.004159,0.004159,0.000315,0,0.560213,0.669884,0.946926,0.007812,"#4269d0"
estimation,estimation,6,6,2,6,0.274716,0.291848,1102.53368,0.015466,0.015466,0.000762,0,0.571888,0.735794,0.87971,0.039062,"#4269d0"
croatian,croatian,4,4,4,6,0.243639,0.255322,0,0.00484,0.00484,0.000552,0,0.797473,0.769806,0.918276,0.023438,"#6cc5b0"
bimanual movements,bimanual movements,4,4,2,6,0.288845,0.30581,0,0.033849,0.03385,0.000578,0,0.579851,0.910428,0.926112,0.023438,"#4269d0"
covariational thinking,covariational thinking,4,4,2,6,0.288845,0.30581,0,0.033849,0.03385,0.000578,0,0.544341,0.910428,0.944042,0.023438,"#4269d0"
digital-embodied tasks,digital-embodied tasks,4,4,2,6,0.288845,0.30581,0,0.033849,0.03385,0.000578,0,0.556177,0.910428,0.925531,0.023438,"#4269d0"
nomogram,nomogram,4,4,2,6,0.288845,0.30581,0,0.033849,0.03385,0.000578,0,0.591687,0.910428,0.918467,0.023438,"#4269d0"
blindfolded mathematics,blindfolded mathematics,3,3,4,7,0.236959,0.247637,0,0.003356,0.003356,0.000486,0,0.97954,0.713173,0.933749,0.015625,"#6cc5b0"
embodied learning,embodied learning,9,9,4,6,0.244489,0.259667,2489.001866,0.005066,0.005066,0.001231,0,0.843179,0.646247,0.842686,0.0625,"#6cc5b0"
learning definition,learning definition,3,3,4,7,0.236959,0.247637,0,0.003356,0.003356,0.000486,0,0.99082,0.713173,0.934528,0.015625,"#6cc5b0"
block models,block models,4,4,6,7,0.238573,0.250878,0,0.003788,0.003788,0.000535,0,0.073582,0.187676,0.921632,0.023438,"#3ca951"
solving steps,solving steps,4,4,6,7,0.238573,0.250878,0,0.003788,0.003788,0.000535,0,0.085418,0.187676,0.921011,0.023438,"#3ca951"
teachers,teachers,12,12,6,6,0.256307,0.272302,6164.530492,0.007948,0.007948,0.001512,0,0.130683,0.237548,0.796346,0.085938,"#3ca951"
crystallography,crystallography,4,4,0,8,0.182379,0.190833,0,0.000247,0.000247,0.000616,0,0.421467,0.453258,0.931479,0.023438,"#ff8ab7"
geometric concepts,geometric concepts,5,5,0,7,0.201392,0.212785,1014.188327,0.000568,0.000568,0.000743,0,0.294183,0.438674,0.906648,0.03125,"#ff8ab7"
mathematical language,mathematical language,3,3,0,8,0.186676,0.195327,0,0.000252,0.000252,0.000481,0,0.255529,0.34703,0.943015,0.015625,"#ff8ab7"
pedagogy,pedagogy,4,4,0,8,0.182379,0.190833,0,0.000247,0.000247,0.000616,0,0.433304,0.453258,0.931147,0.023438,"#ff8ab7"
symmetry-breaking,symmetry-breaking,4,4,0,8,0.182379,0.190833,0,0.000247,0.000247,0.000616,0,0.427386,0.463399,0.930969,0.023438,"#ff8ab7"
body,body,4,4,2,6,0.289034,0.306186,0,0.034821,0.034822,0.000542,0,0.629963,0.908773,0.928947,0.023438,"#4269d0"
material,material,4,4,2,6,0.289034,0.306186,0,0.034821,0.034822,0.000542,0,0.618126,0.908773,0.921899,0.023438,"#4269d0"
body-centred movement,body-centred movement,4,4,0,6,0.230476,0.241886,0,0.003704,0.003704,0.000575,0,0.343016,0.416046,0.91871,0.023438,"#ff8ab7"
mathematics activities,mathematics activities,7,7,0,6,0.252946,0.268019,796.442604,0.008469,0.008469,0.000918,0,0.266893,0.410237,0.866011,0.046875,"#ff8ab7"
modes of representation,modes of representation,4,4,0,6,0.230476,0.241886,0,0.003704,0.003704,0.000575,0,0.348934,0.426188,0.918216,0.023438,"#ff8ab7"
object-centred movement,object-centred movement,4,4,0,6,0.230476,0.241886,0,0.003704,0.003704,0.000575,0,0.354852,0.416046,0.916547,0.023438,"#ff8ab7"
generalization,generalization,9,9,3,6,0.276888,0.293451,8198.008719,0.016408,0.016408,0.001229,0,0.515907,0.120073,0.843106,0.0625,"#ff725c"
verbalization,verbalization,2,2,3,6,0.267323,0.28024,0,0.013498,0.013498,0.000321,0,0.416065,0.023632,0.9505,0.007812,"#ff725c"
category theory,category theory,5,5,2,6,0.264612,0.281455,0,0.018502,0.018502,0.00063,0,0.443864,0.584475,0.911575,0.03125,"#4269d0"
fibonacci,fibonacci,4,4,2,7,0.23637,0.247916,0,0.006101,0.006101,0.000538,0,0.520427,0.832244,0.912346,0.023438,"#4269d0"
semiosphere,semiosphere,5,5,2,6,0.264612,0.281455,0,0.018502,0.018502,0.00063,0,0.437668,0.595093,0.9044,0.03125,"#4269d0"
semiotic,semiotic,4,4,2,7,0.23637,0.247916,0,0.006101,0.006101,0.000538,0,0.532264,0.832244,0.914066,0.023438,"#4269d0"
ste(a)m,ste(a)m,5,5,2,6,0.264612,0.281455,0,0.018502,0.018502,0.00063,0,0.431472,0.584475,0.904635,0.03125,"#4269d0"
steam education,steam education,10,10,2,6,0.294209,0.314275,3677.818594,0.03915,0.03915,0.001236,0,0.435307,0.879034,0.828408,0.070312,"#4269d0"
commognitive,commognitive,4,4,3,6,0.22976,0.242687,0,0.001515,0.001515,0.00056,0,0.376082,0.067679,0.918821,0.023438,"#ff725c"
discourse,discourse,12,12,3,6,0.269052,0.287052,8729.656972,0.009094,0.009094,0.00147,0,0.435567,0.159993,0.795438,0.085938,"#ff725c"
learning assistants,learning assistants,2,2,0,7,0.215756,0.226879,0,0.000756,0.000756,0.000377,0,0.313589,0.380903,0.952183,0.007812,"#ff8ab7"
measurement,measurement,11,11,0,6,0.275912,0.296895,10492.306176,0.014724,0.014724,0.001371,0,0.316981,0.45209,0.803744,0.078125,"#ff8ab7"
professional noticing,professional noticing,2,2,0,7,0.215756,0.226879,0,0.000756,0.000756,0.000377,0,0.324313,0.380903,0.951714,0.007812,"#ff8ab7"
symbolism,symbolism,4,4,3,6,0.22976,0.242687,0,0.001515,0.001515,0.00056,0,0.364245,0.067679,0.920307,0.023438,"#ff725c"
cardinality,cardinality,4,4,5,7,0.217342,0.22892,0,0.003482,0.003482,0.00055,0,0.69375,0.133348,0.912776,0.023438,"#97bbf5"
mediating primary mathematics,mediating primary mathematics,4,4,5,7,0.217342,0.22892,0,0.003482,0.003482,0.00055,0,0.705586,0.133348,0.914904,0.023438,"#97bbf5"
number sense,number sense,8,8,5,7,0.229998,0.244707,1708.803224,0.00458,0.00458,0.001075,0,0.684662,0.158853,0.878694,0.054688,"#97bbf5"
case studies,case studies,3,3,3,8,0.203548,0.213107,0,0.000528,0.000528,0.000476,0,0.592191,0.035392,0.935212,0.015625,"#ff725c"
pedagogical content knowledge,pedagogical content knowledge,6,6,3,7,0.2357,0.251004,2190.344436,0.00355,0.00355,0.00084,0,0.479047,0,0.890216,0.039062,"#ff725c"
teacher educators,teacher educators,5,5,3,7,0.213438,0.225124,853.575136,0.000763,0.000763,0.000751,0,0.396802,0.157711,0.905541,0.03125,"#ff725c"
case study,case study,3,3,0,7,0.200754,0.208735,0,0.000596,0.000596,0.000557,0,0.236574,0.35564,0.933785,0.015625,"#ff8ab7"
learning environments,learning environments,3,3,0,7,0.200754,0.208735,0,0.000596,0.000596,0.000557,0,0.230934,0.365306,0.933856,0.015625,"#ff8ab7"
movement-based learning,movement-based learning,3,3,0,7,0.200754,0.208735,0,0.000596,0.000596,0.000557,0,0.236574,0.374971,0.931504,0.015625,"#ff8ab7"
catenary and parabola,catenary and parabola,3,3,1,7,0.213472,0.222827,0,0.001807,0.001807,0.000537,0,0.867121,0.449897,0.934848,0.015625,"#efb118"
computational triangulation experimental mathematics using digital tools,computational triangulation experimental mathematics using digital tools,3,3,1,7,0.213472,0.222827,0,0.001807,0.001807,0.000537,0,0.861481,0.440232,0.933744,0.015625,"#efb118"
mathematics teachers’ digital competences,mathematics teachers’ digital competences,3,3,1,7,0.213472,0.222827,0,0.001807,0.001807,0.000537,0,0.872761,0.440232,0.931854,0.015625,"#efb118"
central tendency,central tendency,4,4,2,6,0.283372,0.300326,0,0.029865,0.029865,0.000512,0,0.582805,0.87493,0.923551,0.023438,"#4269d0"
spreadsheet,spreadsheet,4,4,2,6,0.283372,0.300326,0,0.029865,0.029865,0.000512,0,0.594641,0.87493,0.931737,0.023438,"#4269d0"
chatgpt,chatgpt,13,13,1,5,0.302088,0.326158,11466.318526,0.050707,0.050707,0.001606,0,0.661854,0.41097,0.799294,0.09375,"#efb118"
documentational approach to didactics,documentational approach to didactics,3,3,1,6,0.236748,0.247921,0,0.004309,0.004309,0.000462,0,0.867402,0.465885,0.931374,0.015625,"#efb118"
generative ai,generative ai,3,3,1,6,0.232124,0.242812,0,0.003799,0.003799,0.000502,0,0.888805,0.453225,0.935908,0.015625,"#efb118"
lesson plan,lesson plan,6,6,1,6,0.264928,0.280366,852.44176,0.011113,0.011113,0.000802,0,0.650705,0.520662,0.903096,0.039062,"#efb118"
lesson scenario,lesson scenario,3,3,1,6,0.236748,0.247921,0,0.004309,0.004309,0.000462,0,0.878682,0.465885,0.938617,0.015625,"#efb118"
problem-posing,problem-posing,3,3,1,6,0.232124,0.242812,0,0.003799,0.003799,0.000502,0,0.900086,0.453225,0.934126,0.015625,"#efb118"
scaffolding,scaffolding,11,11,1,5,0.296107,0.31703,6496.857822,0.036846,0.036846,0.001313,0,0.634629,0.396753,0.833305,0.078125,"#efb118"
stem,stem,10,10,2,5,0.29991,0.322564,3408.264717,0.056822,0.056822,0.001168,0,0.465653,0.853034,0.825881,0.070312,"#4269d0"
tpack. pre-service high school mathematics teachers,tpack. pre-service high school mathematics teachers,3,3,1,6,0.232124,0.242812,0,0.003799,0.003799,0.000502,0,0.894446,0.46289,0.934573,0.015625,"#efb118"
children,children,4,4,6,7,0.204141,0.212373,0,0.000644,0.000644,0.000606,0,0.051061,0.141782,0.922607,0.023438,"#3ca951"
mathematics learning difficulties,mathematics learning difficulties,4,4,6,7,0.204141,0.212373,0,0.000644,0.000644,0.000606,0,0.05698,0.151923,0.923493,0.023438,"#3ca951"
parents,parents,4,4,6,7,0.204141,0.212373,0,0.000644,0.000644,0.000606,0,0.05698,0.13164,0.921752,0.023438,"#3ca951"
pre-school,pre-school,4,4,6,7,0.204141,0.212373,0,0.000644,0.000644,0.000606,0,0.062898,0.141782,0.92322,0.023438,"#3ca951"
china,china,4,4,2,6,0.273587,0.288981,0,0.015207,0.015207,0.000524,0,0.579512,0.947617,0.915631,0.023438,"#4269d0"
information and communication technology (ict) competencies,information and communication technology (ict) competencies,4,4,2,6,0.273587,0.288981,0,0.015207,0.015207,0.000524,0,0.591349,0.947617,0.913767,0.023438,"#4269d0"
choropleth maps,choropleth maps,3,3,0,7,0.231639,0.241292,0,0.003107,0.003107,0.000474,0,0.27414,0.355513,0.930288,0.015625,"#ff8ab7"
geo-spatial data,geo-spatial data,3,3,0,7,0.231639,0.241292,0,0.003107,0.003107,0.000474,0,0.28542,0.355513,0.930957,0.015625,"#ff8ab7"
in-service teachers,in-service teachers,7,7,0,6,0.29823,0.317856,3881.53092,0.03999,0.03999,0.000898,0,0.253388,0.410237,0.865784,0.046875,"#ff8ab7"
civil engineering,civil engineering,3,3,3,7,0.222985,0.2347,0,0.001998,0.001998,0.000498,0,0.576105,0.064506,0.938298,0.015625,"#ff725c"
definite integral,definite integral,3,3,3,7,0.222985,0.2347,0,0.001998,0.001998,0.000498,0,0.564825,0.064506,0.941214,0.015625,"#ff725c"
teaching and learning,teaching and learning,3,3,3,7,0.222985,0.2347,0,0.001998,0.001998,0.000498,0,0.570465,0.074171,0.941004,0.015625,"#ff725c"
class discussion,class discussion,2,2,2,6,0.243907,0.256662,0,0.006284,0.006284,0.000382,0,0.495903,0.678779,0.952444,0.007812,"#4269d0"
validity,validity,2,2,2,6,0.243907,0.256662,0,0.006284,0.006284,0.000382,0,0.506628,0.678779,0.952363,0.007812,"#4269d0"
classification of mistakes,classification of mistakes,2,2,3,7,0.229325,0.240848,0,0.002227,0.002227,0.000383,0,0.396777,0.027544,0.955278,0.007812,"#ff725c"
combinatorial model and operation,combinatorial model and operation,2,2,3,7,0.229325,0.240848,0,0.002227,0.002227,0.000383,0,0.391414,0.018356,0.950484,0.007812,"#ff725c"
classroom cartoons,classroom cartoons,4,4,1,7,0.227989,0.240637,0,0.005182,0.005182,0.00059,0,0.63181,0.275174,0.923469,0.023438,"#efb118"
teacher noticing of student thinking,teacher noticing of student thinking,4,4,1,7,0.227989,0.240637,0,0.005182,0.005182,0.00059,0,0.625892,0.285316,0.920788,0.023438,"#efb118"
teachers’ analysis of classroom interaction,teachers’ analysis of classroom interaction,4,4,1,7,0.227989,0.240637,0,0.005182,0.005182,0.00059,0,0.625892,0.265033,0.917111,0.023438,"#efb118"
vignettes-based study,vignettes-based study,4,4,1,7,0.227989,0.240637,0,0.005182,0.005182,0.00059,0,0.619973,0.275174,0.914636,0.023438,"#efb118"
classroom communication,classroom communication,3,3,2,6,0.243952,0.257037,0,0.006755,0.006755,0.000508,0,0.169774,0.732056,0.935716,0.015625,"#4269d0"
questioning techniques,questioning techniques,3,3,2,6,0.243952,0.257037,0,0.006755,0.006755,0.000508,0,0.186695,0.722391,0.936544,0.015625,"#4269d0"
tutoring,tutoring,3,3,2,6,0.243952,0.257037,0,0.006755,0.006755,0.000508,0,0.175414,0.741721,0.933511,0.015625,"#4269d0"
classroom discourse,classroom discourse,7,7,1,6,0.240209,0.255635,1324.039209,0.005925,0.005925,0.000935,0,0.715735,0.582003,0.880322,0.046875,"#efb118"
communication,communication,3,3,6,7,0.218018,0.227994,0,0.001356,0.001356,0.00045,0,0.223281,0.244645,0.937584,0.015625,"#3ca951"
language-responsive teaching,language-responsive teaching,2,2,1,7,0.229285,0.241902,0,0.004555,0.004555,0.000327,0,0.594691,0.464566,0.950465,0.007812,"#efb118"
norms,norms,6,6,6,6,0.245481,0.258502,721.059124,0.00502,0.00502,0.000822,0,0.099579,0.249174,0.896434,0.039062,"#3ca951"
classroom discussion,classroom discussion,7,7,1,6,0.287784,0.307601,1823.386568,0.02667,0.02667,0.000826,0,0.735992,0.570432,0.876356,0.046875,"#efb118"
teacher interventions,teacher interventions,7,7,2,6,0.270638,0.288505,2098.937592,0.015028,0.015027,0.000853,0,0.614443,0.791835,0.877867,0.046875,"#4269d0"
teaching through problemsolving,teaching through problemsolving,3,3,1,6,0.26456,0.280103,0,0.014231,0.014231,0.000414,0,0.807655,0.411065,0.936251,0.015625,"#efb118"
classroom teaching practice,classroom teaching practice,4,4,1,6,0.229641,0.24136,0,0.003809,0.003809,0.000536,0,0.673288,0.277076,0.919603,0.023438,"#efb118"
instrumental orchestration,instrumental orchestration,12,12,1,6,0.27325,0.292549,3243.981845,0.021463,0.021463,0.00135,0,0.643738,0.488923,0.797356,0.085938,"#efb118"
primary mathematics,primary mathematics,4,4,1,6,0.229641,0.24136,0,0.003809,0.003809,0.000536,0,0.679206,0.287218,0.921101,0.023438,"#efb118"
robot coding integration,robot coding integration,4,4,1,6,0.229641,0.24136,0,0.003809,0.003809,0.000536,0,0.685125,0.277076,0.927351,0.023438,"#efb118"
technology,technology,18,18,1,6,0.281872,0.305547,9941.651506,0.029384,0.029384,0.002126,0,0.724194,0.321336,0.708281,0.132812,"#efb118"
classroom techniques,classroom techniques,2,2,2,6,0.262784,0.276922,0,0.011056,0.011056,0.000318,0,0.51566,0.685885,0.951757,0.007812,"#4269d0"
clean water and sanitation,clean water and sanitation,4,4,2,6,0.289663,0.307,0,0.034382,0.034382,0.000548,0,0.615515,0.984413,0.931122,0.023438,"#4269d0"
hands-on,hands-on,4,4,2,6,0.289663,0.307,0,0.034382,0.034382,0.000548,0,0.603678,0.984413,0.925314,0.023438,"#4269d0"
co-operative action,co-operative action,4,4,2,6,0.266094,0.281167,0,0.014343,0.014343,0.000546,0,0.50287,0.957889,0.91563,0.023438,"#4269d0"
groupworthy tasks,groupworthy tasks,4,4,2,6,0.266094,0.281167,0,0.014343,0.014343,0.000546,0,0.508789,0.96803,0.914799,0.023438,"#4269d0"
joint action,joint action,4,4,2,6,0.266094,0.281167,0,0.014343,0.014343,0.000546,0,0.514707,0.957889,0.915808,0.023438,"#4269d0"
coaching,coaching,6,6,2,7,0.264981,0.282448,1236.270161,0.018933,0.018933,0.000873,0,0.584836,0.757983,0.939815,0.039062,"#4269d0"
guided participation,guided participation,3,3,2,7,0.227094,0.237607,0,0.002851,0.002851,0.000492,0,0.210866,0.835926,0.942366,0.015625,"#4269d0"
meta-coaching,meta-coaching,3,3,2,7,0.261802,0.277752,0,0.017239,0.017239,0.000468,0,0.296507,0.829717,0.933388,0.015625,"#4269d0"
problems of practice,problems of practice,3,3,2,7,0.227094,0.237607,0,0.002851,0.002851,0.000492,0,0.222147,0.835926,0.931157,0.015625,"#4269d0"
responsive coaching,responsive coaching,3,3,2,7,0.261802,0.277752,0,0.017239,0.017239,0.000468,0,0.285227,0.829717,0.935434,0.015625,"#4269d0"
cognitive activation,cognitive activation,3,3,1,6,0.276428,0.292975,0,0.027123,0.027123,0.000433,0,0.838331,0.439855,0.93406,0.015625,"#efb118"
digital materials,digital materials,3,3,1,6,0.276428,0.292975,0,0.027123,0.027123,0.000433,0,0.849612,0.439855,0.943094,0.015625,"#efb118"
cognitive engagement,cognitive engagement,2,2,0,8,0.175802,0.181738,0,0.000067,0.000067,0.000473,0,0.335038,0.380903,0.960115,0.007812,"#ff8ab7"
interactive video,interactive video,5,5,0,7,0.213233,0.223949,2658,0.000958,0.000958,0.000934,0,0.28179,0.438674,0.914931,0.03125,"#ff8ab7"
student processes,student processes,2,2,0,8,0.175802,0.181738,0,0.000067,0.000067,0.000473,0,0.345762,0.380903,0.961056,0.007812,"#ff8ab7"
cognitive load,cognitive load,2,2,2,6,0.261905,0.276922,0,0.013841,0.013841,0.000364,0,0.494427,0.615138,0.952352,0.007812,"#4269d0"
peer-to-peer dialogue,peer-to-peer dialogue,2,2,2,6,0.261905,0.276922,0,0.013841,0.013841,0.000364,0,0.483702,0.615138,0.951494,0.007812,"#4269d0"
cognitive processes,cognitive processes,3,3,2,6,0.246756,0.259404,0,0.006269,0.006269,0.000425,0,0.277144,0.689129,0.944457,0.015625,"#4269d0"
preservice teacher education,preservice teacher education,11,11,2,6,0.268077,0.286476,2393.604203,0.013907,0.013907,0.001364,0,0.429348,0.684078,0.825627,0.078125,"#4269d0"
